,title,description,published date,url,publisher,source,content
34,黑鷹直升機墜毀8人罹難 國軍痛失人才 ｜ 公視新聞網 PNN - 公視新聞,黑鷹直升機墜毀8人罹難 國軍痛失人才 ｜ 公視新聞網 PNN  公視新聞,"Fri, 03 Jan 2020 08:00:00 GMT",https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vbmV3cy5wdHMub3JnLnR3L2FydGljbGUvNDYxNDE10gEqaHR0cHM6Ly9uZXdzLnB0cy5vcmcudHcvYXJ0aWNsZS80NjE0MTUvYW1w?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://news.pts.org.tw', 'title': '公視新聞'}",pts,                                        為國軍奉獻34年的國防部總士督長韓正宏，這次也不幸罹難，認識他的同袍都相當震驚不捨。站在台上，將軍種精神象徵的紀念品獻給總統蔡英文，他是空軍黑鷹直升機失事罹難的韓正宏，是國防部首任總士官長，陸軍士校常士74年班畢業，先後完成士校正規班、菁英士官長班等軍事教育，並公餘進修取得大學學歷，歷任連、營、旅、軍團及司令部士官督導長等職。韓正宏在評選與同僚推薦中，成為首任總士官長，從軍34年，卻不幸在黑鷹直升機失事中罹難殉職，認識他的同袍都相當震驚不捨。還有代表官兵弟兄，接下端午加菜金的，情報次長室助理次長洪鴻鈞少將過去曾擔任花防參謀長、東指部指揮官、國防大學陸軍學院院長、管理學院院長、航特參謀長等，去年六月接下國防部情次室助理次長。2012年以46歲的年紀晉任少將，有兩棲蛙人將軍之稱的他，外文能力極佳，曾到美國接受嚴格的突擊兵領導訓練，是國內少數受過突擊訓練的軍官。2號不幸因公殉職，對於國軍而言折損一名重要將領。而黑鷹直升機失事罹難的參謀少校黃聖航，遺體也在凌晨被送回苗栗，一看到黃聖航回到家門，親友長輩忍不住放聲痛哭。黃聖航的哥哥手捧著弟弟的牌位，與孩子們淚眼相擁，場面哀戚令人鼻酸。苗栗縣議員徐功凡說：「聖航整個的大體狀況是下半身有受到擠壓，他在臨走前還緊緊抱著參謀總長，所以我們真的看到他那張相片的時候，真的很不捨。」親友哀慟指出，黃聖航擔任參謀總長沈一鳴的侍從官，生前最後一刻仍盡忠職守實在感到無比欽佩與不捨。 
35,參謀總長沈一鳴 曾任幻象2000首席試飛官 ｜ 公視新聞網 PNN - 公視新聞,參謀總長沈一鳴 曾任幻象2000首席試飛官 ｜ 公視新聞網 PNN  公視新聞,"Thu, 02 Jan 2020 08:00:00 GMT",https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vbmV3cy5wdHMub3JnLnR3L2FydGljbGUvNDYxMzI30gEqaHR0cHM6Ly9uZXdzLnB0cy5vcmcudHcvYXJ0aWNsZS80NjEzMjcvYW1w?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://news.pts.org.tw', 'title': '公視新聞'}",pts,                                        參謀總長沈一鳴在罹難名單中，震驚各界。他去年7月才從國防部副部長接任參謀總長，是空軍官校第一名畢業。沈一鳴曾經赴美深造，外文能力好，更曾到法國接受幻象2000的訓練，也曾被秘密派駐北葉門，擔任大漠計劃教官，表現優異，是國軍不可多得人才，失事殉職讓人感傷。 蔡英文在去年7月說：「首先是我們的沈總長，在這裡我要給你三個任務：第一，落實整體防衛構想。」去年7月，沈一鳴調任參謀總長，總統蔡英文交付他三個任務。2020第二天，他預定到宜蘭慰勉官兵，卻沒料到黑鷹直升機墜毀失聯，最後傳出罹難的不幸消息，震驚各界。沈一鳴是軍職最高的殉職將官，現年62歲，是中華民國空軍二級上將 ，空軍官校第一名畢業，也曾赴美深造，取得美國空軍戰爭學院的學位。同時擔任過國防部副部長、空軍司令、國防部常次等職務，由於外文能力好，成為空軍首批前往法國，接受法國空軍教官指導的，幻象戰機種子教官的首席試飛官。他更在40年前的南北葉門戰爭時，被秘密派駐北葉門，擔任大漠計劃教官。沈一鳴在1997年6月時說：「幻象機這個雷達功能很簡單，可以減輕飛行員的工作負荷，但是功能很強，可以同時追蹤8個目標、攻擊4個目標。」20年前的沈一鳴，專業談論幻象2000。雖然辛苦，但也能言語中感受到他的光彩。沈一鳴在2017年說：「不管是當年的F-16 IDF還有幻象，在換裝的過程，一定都非常辛苦。」從種子教官到空軍司令，為了捍衛台海，空軍防空飛彈指揮部和防空砲兵指揮部合併，整編為「空軍防空暨飛彈指揮部」，沈一鳴親自校閱。沈一鳴曾表示，「我們的防砲部隊、飛彈部隊，是國軍在捍衛領空。確保台海安全上非常重要的戰力單位。」沈一鳴的軍事專業備受肯定，擔任國防副部長時，多次出席活動。他風格沈穩，令人印象深刻，在立法院接受質詢或訪問時，總是能不急不徐回應，展現國軍的專業態度。時任國防部副部長沈一鳴說：「針對周邊的這個局勢，國防部都有能力做監控跟掌握。」沈一鳴不但在軍事專業，備受推崇，為人處事也獲得高度評價，擔任參謀總長時間才短短半年。台灣國防部最亮的那顆星從天上殞落，也是國家的重大損失。
36,黑鷹副駕駛劉鎮富罹難 昔日恩師不捨 ｜ 公視新聞網 PNN - 公視新聞,黑鷹副駕駛劉鎮富罹難 昔日恩師不捨 ｜ 公視新聞網 PNN  公視新聞,"Fri, 03 Jan 2020 08:00:00 GMT",https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vbmV3cy5wdHMub3JnLnR3L2FydGljbGUvNDYxNDE00gEqaHR0cHM6Ly9uZXdzLnB0cy5vcmcudHcvYXJ0aWNsZS80NjE0MTQvYW1w?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://news.pts.org.tw', 'title': '公視新聞'}",pts,                                        空軍救護隊黑鷹直升機失事，8名官兵罹難，殉職的副駕駛劉鎮富上尉是台南南二中的學生，消息傳回學校，讓老師相當不捨。而另一位殉職的洪鴻鈞少將，出身金門目前住在永康，死訊傳來，也讓鄰居相當難過，因為洪鴻鈞雖然很少在家，對人卻相當客氣有禮貌。臉書紀錄生活，為了關懷退伍軍人的活動，連續22天做22下伏地挺身，他是上尉劉鎮富，是這次失事的黑鷹直升機副駕駛，雖然年輕，但總飛行時數達到536小時，表現優異，也是南二中校友這次不幸殉職，讓教過他的國文老師相當不捨。劉鎮富南二中國文老師曾國秘說：「一開始聽到就覺得蠻不能接受的，就是二中的傑出校友，也是國家的菁英。你看30歲當到上尉又開黑鷹直升機，這個前途是無可限量的。」老師說聽到消息很錯愕，難過學校痛失傑出校友，國家失去一個飛官，而除了劉鎮富是台南人，另一位殉職的洪鴻鈞少將，雖然出身金門，但住在永康，去年5月，市長黃偉哲前往軍隊勞軍，就是由洪鴻鈞接待，兩人有過一面之緣，聽到這不幸消息非常遺憾，也指示相當單位要給家屬最大協助。台南市長黃偉哲表示：「(之前)去歸仁基地勞軍的時候，他(洪鴻鈞少將)特別有跟我們簡介國軍的各項直升機措施，會後合影的時候他就坐在我隔壁，所以算是跟洪將軍有一面之緣，今天碰到這個噩耗，我們覺得個人來講特別覺得不捨。」洪鴻鈞住家管理員也說：「整體感就覺得氣質什麼都有，都很有禮貌，對呀，只是很少很少在家而已。」前往洪鴻鈞住家，社區管理員說他雖然很少在家，但對人客氣，不過家屬目前都不在，而洪鴻鈞住在金門的哥哥，則透過臉書說，洪少將的死訊還不希望高齡的母親知道，希望親友暫時別前往他家關心。 
37,黑鷹墜機 國軍將領搭專機失事官階最高 ｜ 公視新聞網 PNN - 公視新聞,黑鷹墜機 國軍將領搭專機失事官階最高 ｜ 公視新聞網 PNN  公視新聞,"Thu, 02 Jan 2020 08:00:00 GMT",https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vbmV3cy5wdHMub3JnLnR3L2FydGljbGUvNDYxMzMw0gEqaHR0cHM6Ly9uZXdzLnB0cy5vcmcudHcvYXJ0aWNsZS80NjEzMzAvYW1w?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://news.pts.org.tw', 'title': '公視新聞'}",pts,                                        這次黑鷹直升機失事原因還有待調查，不過細數國軍從2014年向美國採購60架黑鷹直升機以來，也曾發生在蘭嶼執行醫療後送失事，造成6人死亡；近4年來，至少已經發生3起意外。2016年，一架黑鷹直升機因故，突然降落在台中市區，所幸無人傷亡，卻引來民眾圍觀、討論。黑鷹是美國生產的雙渦輪、單旋翼直升機，可改裝做攻擊使用，也可進行救難、運輸等任務，最強特色就是夜間偵蒐功能。全球防衛雜誌資深編輯陳國銘說：「運輸包含人員運輸及貨運運輸，這次來看，其實是所謂的空軍的參謀總長，在過年過節的時候去發放所謂的慰問金。不管怎樣，其實直升機其實是一個危險的航空器，不管是任何的飛航器，直升機也好、旋翼機也好、定翼機也好，他都有一定的飛安風險。」近4年來，黑鷹直升機至少有3起意外躍上新聞版面，綜觀軍方統計，從2014年我國向美國採購60架黑鷹直升機，各15架移交空勤總隊及空軍，陸軍航特部則有30架。除了2016年，黑鷹緊急迫降台中的事故；2年前，黑鷹執行蘭嶼傷患後送任務失聯，造成6人死亡；這次黑鷹在新北山區事故，更造成8人死亡。陳國銘表示：「機工長都會幫乘客做，做好你的安全帶(確保)，因為你不會繫，所以其實都會做到這種保險，我們比較擔心就是這些萬一，這些高階將領同乘在一輛，要不要說是日後來檢討，要不要正副主官不要同乘，這個是可以檢討的啦。」而回顧過去國軍將領搭乘直升機空難的事故，最為人熟知的，是1974年的「昌平」演習，陸軍總司令于豪章等13名將領，搭乘兩架直升機視察，雙雙墜機；1990年，發生空軍副參謀長乘坐運輸機，執行任務墜毀，機上18人罹難。2號這起黑鷹失事、8人死亡的事件，則是在國軍將領搭乘專機失事中官階最高的。 
38,蔡赴竹桃輔選車隊掃街 呼籲支持者團結 ｜ 公視新聞網 PNN - 公視新聞,蔡赴竹桃輔選車隊掃街 呼籲支持者團結 ｜ 公視新聞網 PNN  公視新聞,"Fri, 10 Jan 2020 08:00:00 GMT",https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vbmV3cy5wdHMub3JnLnR3L2FydGljbGUvNDYyMjY00gEqaHR0cHM6Ly9uZXdzLnB0cy5vcmcudHcvYXJ0aWNsZS80NjIyNjQvYW1w?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://news.pts.org.tw', 'title': '公視新聞'}",pts,                                        選戰倒數，總統蔡英文求連任，進行全台車隊掃街，呼籲支持者團結。昨天晚間在宜蘭舉行造勢晚會，現場基層大動員、人潮踴躍。蔡英文表示，宜蘭是珍惜民主自由的地方，宜蘭的傳統要讓全世界看到，一定要大贏。總統蔡英文昨天一整天以車隊掃街向選民催票，從新竹市出發，行經新竹縣、桃園市，陪同黨立委候選人拜票，晚間連趕宜蘭、基隆與台北龍山寺3場造勢晚會。在宜蘭的造勢晚會上，蔡英文說，宜蘭要贏的漂亮、贏的高，因為宜蘭有一個傳統，是最珍惜民主最愛自由的地方，「尤其是我們宜蘭這個地方，我們一定要贏，要贏得漂亮、贏得高，這樣好不好？」 蔡英文表示，看到對手的廣告鋪天蓋地，對手的支持者到現在都沒有放棄，令民進黨的支持者憂心睡不著，煩惱著要是國民黨真的回來該怎麼辦，「我們的對手喊說庶民總統，那個是假的，有錢有資源的國民黨才是真的，我們是不是要把這個國家交給一個只會講空話的總統？我們要煩惱這四年做的改革，是不是就要沒有了，台灣是不是又要回到那種九二共識，依靠中國過日子。」蔡英文提醒支持者，不要懷疑自己，不要低估對手，不要看輕對手，也不要仇視對手。民進黨主席卓榮泰也呼籲，把政黨票留給民進黨。 （圖／美聯社）卓榮泰說，「宜蘭的聖地從這裡開始，維護民主進步黨在宜蘭的傳統，不要被配走，不要被分手，把政黨票留給我。」蔡英文說，選舉是民主的喜事，家人、朋友難免立場不同，選舉過程中，不需要刺激對方，也不要嘲笑對方的政黨認同，要基於愛台灣、愛國家、愛這塊土地的心情去投票。 （圖／美聯社） 
39,台中巿第3選區 國民黨楊瓊瓔險勝洪慈庸 ｜ 公視新聞網 PNN - 公視新聞,台中巿第3選區 國民黨楊瓊瓔險勝洪慈庸 ｜ 公視新聞網 PNN  公視新聞,"Sun, 12 Jan 2020 08:00:00 GMT",https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vbmV3cy5wdHMub3JnLnR3L2FydGljbGUvNDYyNDc20gEqaHR0cHM6Ly9uZXdzLnB0cy5vcmcudHcvYXJ0aWNsZS80NjI0NzYvYW1w?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://news.pts.org.tw', 'title': '公視新聞'}",pts,台中第3選區無黨籍立委洪慈庸與國民黨前立委楊瓊瓔對戰，楊瓊瓔最後以9萬1千1百82票，打敗洪慈庸的9萬2百13票，選上立委。 兩個人今日都開始謝票， 楊瓊瓔表示雖然上次落選， 還是持續勤走基層和地方，感謝鄉親的支持，也坦承國民黨應改革，洪慈庸則是表示自己努力不夠，目前還沒想到未來的規劃。登上廣播車， 成功拿下立委席次的台中市前副市長楊瓊瓔， 自己當起廣播手，這回擊敗無黨籍的立委洪慈庸，以969票的差距贏回立委，感謝鄉親的支持力挺。 提到這一次國民黨的立委席次不如預期，楊瓊瓔雖然勝選，卻坦言國民黨需要改變，「要精實團隊，也要更接地氣，我們一定要這麼做，國民黨這一次，我覺得我們要深切的去檢討。」楊瓊瓔舉自己為例，四年前輸給了當時的時代力量立委洪慈庸，自己持續耕耘地方，這回才得到鄉親的肯定，強調國民黨應該持續在基層經營，才能得到選民的認同。而洪慈庸這回以無黨籍的身分參選失利，她說是自己的努力不夠，「可能這幾年的努力，在這一次的選戰裡面可能還有一些不足的地方，需要再來做一些加強，但是我非常感謝所有支持的群眾，還有慈庸所有的團隊，我想我們都是用盡了全力在努力。」洪慈庸表示，感謝總統蔡英文在選前多次站台，也感謝鄉親給他機會，目前對於未來還沒有進一步的規畫，但強調還是會留在地方，持續累積自己的政治能量。                 
40,台大教授批故宮影片 法院認定合理評論 ｜ 公視新聞網 PNN - 公視新聞,台大教授批故宮影片 法院認定合理評論 ｜ 公視新聞網 PNN  公視新聞,"Tue, 07 Jan 2020 08:00:00 GMT",https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vbmV3cy5wdHMub3JnLnR3L2FydGljbGUvNDYxODI30gEqaHR0cHM6Ly9uZXdzLnB0cy5vcmcudHcvYXJ0aWNsZS80NjE4MjcvYW1w?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://news.pts.org.tw', 'title': '公視新聞'}",pts,台大政治系教授蘇宏達之前在臉書寫說，因為批評故宮政策，遭警調認定是假消息，現在法院認定蘇宏達的影片是個人意見合理評論，屬於言論自由保障。台大政治系教授蘇宏達，2018年11月自行錄製影片，批評故宮政策，他在影片中表示，「在我看來那根本是民進黨要在2025年之前，完成消滅故宮的文化大革命。」調查局認定，故宮針對這個影片，已經在2019年7月19日透過官網澄清為假訊息，但影片仍被轉發一萬多次，依違反社維法函送台北市警局，警方去年底函送士林地方法院。士林地院認為，蘇宏達是表達個人意見及合理評論，屬於言論自由，6日裁定不罰。士林地方法院發言人蔡守訓表示，「被移送人播放影片、發表言論在前，故宮專頁澄清文在後，尚不得以此推論被移送人在臉書發布時，明知不實，而且被移送人之言論，既然是屬於意見表達及合理評論，不因為事後相關單位之澄清而變更其性質。」對此，台大校方則在2日透過臉書粉專發聲明，對侵害言論自由表達嚴重關切，蘇宏達也曾強調影片完全沒有問題。蘇宏達說，「影片完全沒有問題，這是言論自由的一部分，問題是在於就說你一年以後再這樣拘提，不管影片的內容或者時間，其實都是不對的。」此案也引起監察委員仉桂美、劉德勳、包宗和關注，並申請自動調查。至於國民黨開記者會，抨擊「國家機器」，聲稱總統蔡英文扼殺言論自由，國安局有內部系統，可以進入私人群組。國安局6日發聲明表示，並歸納4點澄清。 首先，國安局基於執掌，的確有在蒐集這些「不安訊息」；第二，國安局建立「爭議訊息通報平臺」，是為了彙整，而非監控，更不可能入侵任一社群網路。第三，國安局向來捍衛言論自由，絕無建制進入私人群組的系統，也不會監控社群媒體；最後一點，國安局向來秉持「行政中立」、「情報無顏色」原則執行任務，希望國人理解，並支持維護國家安全、社會安定的相關作為。 
41,一邊一國行動黨選舉失利 扁宣布退出政壇 ｜ 公視新聞網 PNN - 公視新聞,一邊一國行動黨選舉失利 扁宣布退出政壇 ｜ 公視新聞網 PNN  公視新聞,"Sun, 12 Jan 2020 08:00:00 GMT",https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vbmV3cy5wdHMub3JnLnR3L2FydGljbGUvNDYyNDcy0gEqaHR0cHM6Ly9uZXdzLnB0cy5vcmcudHcvYXJ0aWNsZS80NjI0NzIvYW1w?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://news.pts.org.tw', 'title': '公視新聞'}",pts,                                        由於「一邊一國行動黨」區域立委與不分區失利，前總統陳水扁今天透過聲明宣布從此退出政壇。陳水扁今天上午透過聲明指出「美好的一仗已經打過」，身為一邊一國行動黨的園丁，有心澆水，卻讓這棵新生小樹枯萎，深感愧疚，特別請辭澆水園丁一職。陳水扁說他徹夜難眠，反躬自省，自忖無能再為黨、為台灣奉獻心力，宣布從此退出政壇。                 
42,總統：台灣已是獨立國家 叫「中華民國台灣」 ｜ 公視新聞網 PNN - 公視新聞,總統：台灣已是獨立國家 叫「中華民國台灣」 ｜ 公視新聞網 PNN  公視新聞,"Wed, 15 Jan 2020 08:00:00 GMT",https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vbmV3cy5wdHMub3JnLnR3L2FydGljbGUvNDYyOTA20gEqaHR0cHM6Ly9uZXdzLnB0cy5vcmcudHcvYXJ0aWNsZS80NjI5MDYvYW1w?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://news.pts.org.tw', 'title': '公視新聞'}",pts,                                        2020大選，總統蔡英文獲得八百萬選民支持，也讓未來兩岸關係的發展，備受外界關注，她接受英國BBC專訪時，宣示她的立場，認為台灣已經是一個獨立的國家，叫做中華民國台灣。而上午她在總統府，發表選後首次的公開談話，公布施行反滲透法，她重申反滲透法不是反交流，會要求行政院持續宣導，避免引發不必要的恐慌。2020大選，總統蔡英文成功連任，她上午在總統府，進行選後首次的公開談話，她提到為了維持政局穩定，已經留任行政院長蘇貞昌，也已經簽署反滲透法公告，重申反滲透法不是反交流。蔡英文表示，「構成要件是非常的嚴謹，只要不是受到中國政府的指示、委託或者資助，都屬於正常交流，不會受到影響。民眾如果還有疑慮，我已經要求行政院要做三件事情，第一件事情，我請行政院相關部會持續的宣導，避免民眾因為不了解本法的內容產生不必要的恐慌。」為了維護國家安全，蔡總統致力推動反滲透法，也讓未來兩岸的關係，備受外界關注，她接受英國媒體BBC的專訪，呼籲中國面對現實，也說台灣值得被尊重，也願意與中國對話，但台灣的主權沒有談判的空間。「我們值得中國尊重，我們不需要宣布自己是一個獨立國家，我們已經是一個獨立的國家，我們叫做中華民國台灣。我們有自己的軍隊、警隊和選舉。」蔡英文在BBC專訪中表示。蔡總統提到，過去3年，中國不斷加強對台施壓，還有香港所發生的事，讓大家意識到，中國的威脅是真實的，她努力避免激怒對岸，但不排除中國以武力犯台的可能。專訪中蔡英文指出，「任何時候都無法完全杜絕戰爭發生的可能，問題是你必須做好準備，對中國來說，入侵台灣的代價將非常巨大。」選後的兩岸關係，蔡總統拋出八個字「和平、對等、民主、對話」，但如何具體化，蔡總統表示，希望中國能從這次選舉，對台灣人民的意見與意志有深入了解，也能對他們的政策進行檢討。                 
43,小英稱我已獨立 名為「中華民國台灣」 ｜ 公視新聞網 PNN - 公視新聞,小英稱我已獨立 名為「中華民國台灣」 ｜ 公視新聞網 PNN  公視新聞,"Sun, 19 Jan 2020 08:00:00 GMT",https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vbmV3cy5wdHMub3JnLnR3L2FydGljbGUvNDYzNDM00gEqaHR0cHM6Ly9uZXdzLnB0cy5vcmcudHcvYXJ0aWNsZS80NjM0MzQvYW1w?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://news.pts.org.tw', 'title': '公視新聞'}",pts,                                        總統蔡英文最近接受英國廣播公司BBC專訪，總統府公布專訪的全文，被問到是不是贊成台灣正式獨立？總統回應，我們已經是獨立的國家，叫自己是中華民國台灣。另外，被問到中國日益增加的壓力，台灣是不是可以承受「軍事行動」？蔡總統強調，侵略台灣會付出很大的代價。總統蔡英文這個月14號，在總統府內接受英國廣播公司BBC專訪，總統府18號發布新聞稿，公布專訪全文，被問到「撇開時間表和現實問題，是否贊成台灣正式獨立？」，蔡總統回應「功能上我們已經獨立的國家」，BBC追問，會不會有一天，必須明確地用台灣來稱呼，正式宣布獨立？總統強調，「我們沒有需要再次宣布自己為獨立國家，因為我們已經是獨立的國家了，我們稱自己為中華民國臺灣。」另外，總統受訪時也提及「中國日益增加的壓力」，被問到兩岸發生戰爭的風險？總統表示，任何時候都無法排除戰爭的可能性，但必須做好準備，發展自我防衛的能力。而台灣準備好了嗎？是否能承受軍事行動？蔡總統說明，「對中國來說，侵略臺灣或試圖侵略臺灣將付出很大的代價。」目前台灣只剩15個邦交國，是否能維持住？總統認為，中國不會停止奪取我友邦的企圖，然而，我們會竭盡所能地維繫我們的邦國，並強調會與區域友人合作，維持區域友穩定和平，至於未來四年的願景為何？總統宣示，會讓台灣更民主，更具競爭力，最終將使台灣成為亞洲最進步的國家。  
44,"We are an Independent Country Already: President Tsai|總統:台灣已是獨立國家 叫""中華民國台灣"" ｜ 公視新聞網 PNN - 公視新聞","We are an Independent Country Already: President Tsai|總統:台灣已是獨立國家 叫""中華民國台灣"" ｜ 公視新聞網 PNN  公視新聞","Wed, 15 Jan 2020 08:00:00 GMT",https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vbmV3cy5wdHMub3JnLnR3L2FydGljbGUvNDYyOTU50gEqaHR0cHM6Ly9uZXdzLnB0cy5vcmcudHcvYXJ0aWNsZS80NjI5NTkvYW1w?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://news.pts.org.tw', 'title': '公視新聞'}",pts,"President Tsai Ing-wen has secured a second term after winning a landslide victory in the 2020 Presidential Elections. She told BBC that Taiwan is already an independent country, called Republic of China, Taiwan and that China needs to ""face reality"" and show the island ""respect"". On Jan. 15, she also made her first public address since the election.Re-elected, President Tsai In-wen made her first public address in the Presidential Office since her landslide victory on Jan. 15. In her address, she mentioned that she is keeping Premier Su Tseng-chang onboard to maintain the stability of the political environment. She also said that she had signed the Anti-Infiltration Act and reiterated that the Act will not discourage cross-strait interactions.The criteria are very strict. As long as the action is not directed, commissioned or sponsored by the Chinese government, all other interactions are considered normal and will not by impacted. Should the public still have doubts, I have already asked the Executive Yuan to do three things. The first thing is that I have asked the related departments in the Executive Yuan to continue to promote and educate, as to prevent the public from unnecessary panic that may originate from their misunderstanding of this Act.To maintain national security, Tsai is dedicated to push forward the Anti-Infiltration Act. How cross-strait relationships will be impacted has since then been placed under the spot light. In an exclusive interview with the BBC, Tsai said that China needs to ""face reality"" and respect the will of Taiwanese people. She also said that she is open to dialogue, but there won't be any room for negotiation on Taiwan's sovereignty.We deserve respect from China. We don't have a need to declare ourselves an independent state because we are an independent country already and we call ourselves Republic of China Taiwan and we do have (a) government, and we have the military and we have elections.Tsai mentioned that in the past three years, China has been intensifying its threat to Taiwan. Additionally, with what happened in Hong Kong, the situation has made everyone become aware that the threat from China is very real. She has tried to avoid provoking China, but a military invasion from China cannot be ruled out entirely.You cannot exclude the possibility of a war at any time but the thing is you have to get yourself prepared. Invading Taiwan is something that is going to be very costly for China.As for how cross-strait relations will change after the elections, Tsai gave a mantra of ""peace, parity, democracy and dialogue"". When asked on how to realize these principles, Tsai said that she hopes that China can understand Taiwanese people's beliefs and opinions better after this election, and that they can re-evaluate their policies.2020大選，總統蔡英文成功連任，她上午在總統府，進行選後首次的公開談話，她提到為了維持政局穩定，已經留任行政院長蘇貞昌，也已經簽署反滲透法公告，重申反滲透法不是反交流。總統 蔡英文表示：「構成要件是非常的嚴謹，只要不是受到中國政府的指示、委託或者資助，都屬於正常交流，不會受到影響。民眾如果還有疑慮，我已經要求行政院要做三件事情，第一件事情，我請行政院相關部會持續的宣導，避免民眾因為不了解本法的內容，產生不必要的恐慌。」為了維護國家安全，蔡總統致力推動反滲透法，也讓未來兩岸的關係，備受外界關注，她接受英國媒體BBC的專訪，呼籲中國面對現實，也說台灣值得被尊重，也願意與中國對話，但台灣的主權沒有談判的空間。總統 蔡英文 (翻攝自BBC網站)表示：「我們值得中國尊重。我們不需要宣布自己是一個獨立國家，我們已經是一個獨立的國家，我們叫做中華民國台灣，我們有自己的政府、軍隊和選舉。」蔡總統提到，過去3年，中國不斷加強對台施壓，還有香港所發生的事，讓大家意識到，中國的威脅是真實的，她努力避免激怒對岸，但不排除中國以武力犯台的可能。總統 蔡英文 (翻攝自BBC網站)表示：「任何時候都無法完全杜絕戰爭發生的可能，問題是你必須做好準備，對中國來說， 入侵台灣的代價將非常巨大。」選後的兩岸關係，蔡總統拋出八個字""和平、對等、民主、對話""，但如何具體化?蔡總統表示，希望中國能從這次選舉，對台灣人民的意見與意志，有深入了解，也能對他們的政策進行檢討。                "
45,沈一鳴殉職 海軍司令黃曙光接任參謀總長 ｜ 公視新聞網 PNN - 公視新聞,沈一鳴殉職 海軍司令黃曙光接任參謀總長 ｜ 公視新聞網 PNN  公視新聞,"Wed, 15 Jan 2020 08:00:00 GMT",https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vbmV3cy5wdHMub3JnLnR3L2FydGljbGUvNDYzMDAw0gEqaHR0cHM6Ly9uZXdzLnB0cy5vcmcudHcvYXJ0aWNsZS80NjMwMDAvYW1w?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://news.pts.org.tw', 'title': '公視新聞'}",pts,黑應直升機事故，造成8位軍、士官不幸殉職，而國防部在日前舉行公奠儀式之後，今天正式宣布國軍上將的職務調整。備受關注的參謀本部上將、參謀總長職缺，將由海軍司令黃曙光上將調任，他是海軍官校68年班，曾任國防部後勤參謀次長室次長、海軍司令部司令，以及海軍司令部參謀長，至於海軍司令，是由參謀本部副參謀總長執行官劉志斌上將調任，而國防部常務次長徐衍璞中將會接任職缺，同時晉任陸軍二級上將。而國防部也指出，徐衍璞指導國防戰略規劃，還有兵力結構整建等重大工作，貢獻良多。                 
